day;timestamp;bidPrice;askPrice;transportFees;exportTariff;importTariff;sugarPrice;sunlightIndex
1;7500;668.0;669.5;1.5000000000000004;10.5;-4.0;209.4707232581117;65.09
1;7600;667.0;668.5;1.5000000000000004;10.5;-4.0;209.78527280945755;65.1
1;7700;666.0;667.5;1.5000000000000004;10.5;-4.0;209.6345149906603;65.1
1;7800;665.0;666.5;1.5000000000000004;10.5;-4.0;209.6176372044004;65.1
1;7900;664.5;666.0;1.5000000000000004;10.5;-4.0;209.5335554089004;65.1
1;8000;665.0;666.5;1.5000000000000004;10.5;-4.0;209.7225006683725;65.1
1;8100;662.5;664.0;1.5000000000000004;10.5;-4.0;209.33036090401544;65.1
1;8200;661.5;663.0;1.5000000000000004;10.5;-4.0;209.34069317350543;65.1
1;8300;659.0;660.5;1.5000000000000004;10.5;-4.0;209.3081695260473;65.1
1;8400;658.5;660.0;1.5000000000000004;10.5;-4.0;209.44965316004868;65.1
1;8500;653.0;654.5;1.5000000000000004;10.5;-4.0;209.37815695343247;65.11
1;8600;653.0;654.5;1.5000000000000004;10.5;-4.0;209.34865411581424;65.11
1;8700;649.0;650.5;1.5000000000000004;10.5;-4.0;209.42356042753607;65.11
1;8800;651.5;653.0;1.5000000000000004;10.5;-4.0;209.68303982157263;65.11
1;8900;649.5;651.0;1.5000000000000004;10.5;-4.0;209.4579529793309;65.11
1;9000;650.5;652.0;1.5000000000000004;10.5;-4.0;209.68798153917567;65.11
1;9100;650.0;652.0;1.5000000000000004;10.5;-4.0;209.6266833040256;65.11
1;9200;654.5;656.0;1.5000000000000004;10.5;-4.0;209.86266637603984;65.11
1;9300;655.5;657.0;1.5000000000000004;10.5;-4.0;209.8737441483048;65.12
1;9400;655.5;657.0;1.5000000000000004;10.5;-4.0;209.88522395772327;65.12
1;9500;656.0;657.5;1.5000000000000004;10.5;-4.0;209.94012332911527;65.12
1;9600;651.5;653.0;1.5000000000000004;10.5;-4.0;209.6761297831553;65.12
1;9700;649.5;651.0;1.5000000000000004;10.5;-4.0;209.58385834857884;65.12
1;9800;649.0;650.5;1.5000000000000004;10.5;-4.0;209.72875405419896;65.12
1;9900;647.0;648.5;1.5000000000000004;10.5;-4.0;209.73399080065232;65.12
1;10000;648.0;649.5;1.5000000000000004;10.5;-4.0;209.523807050459;65.12
1;10100;645.5;647.0;1.5000000000000004;10.5;-4.0;209.44109202830168;65.13
1;10200;645.0;647.0;1.5000000000000004;10.5;-4.0;209.25259091834843;65.13
1;10300;647.0;648.5;1.5000000000000004;10.5;-4.0;209.61828830384903;65.13
1;10400;648.0;649.5;1.5000000000000004;10.5;-4.0;209.68594851073675;65.13
1;10500;645.5;647.0;1.5000000000000004;10.5;-4.0;209.62175367836832;65.13
1;10600;648.0;649.5;1.5000000000000004;10.5;-4.0;209.800960091458;65.13
1;10700;646.0;647.5;1.5000000000000004;10.5;-4.0;209.3842097346848;65.13
1;10800;645.5;647.0;1.5000000000000004;10.5;-4.0;209.2515753138279;65.14
1;10900;642.0;643.5;1.5000000000000004;10.5;-4.0;209.2416169683024;65.14
1;11000;640.5;642.0;1.5000000000000004;10.5;-4.0;209.05633482041856;65.14
1;11100;640.5;642.0;1.5000000000000004;10.5;-4.0;209.04040009224389;65.14
1;11200;637.0;638.5;1.5000000000000004;10.5;-4.0;208.99283791011644;65.14
1;11300;634.5;636.0;1.5000000000000004;10.5;-4.0;208.9207848652861;65.14
1;11400;633.0;634.5;1.5000000000000004;10.5;-4.0;208.8375300868089;65.14
1;11500;633.5;635.0;1.5000000000000004;10.5;-4.0;208.8444916887828;65.14
1;11600;631.0;632.5;1.5000000000000004;10.5;-4.0;208.724143226124;65.14
1;11700;635.0;636.5;1.5000000000000004;10.5;-4.0;208.82267133578543;65.15
1;11800;634.0;635.5;1.5000000000000004;10.5;-4.0;208.7530779233201;65.15
1;11900;632.0;633.5;1.5000000000000004;10.5;-4.0;208.6883723575644;65.15
1;12000;630.0;631.5;1.5000000000000004;10.5;-4.0;208.30624780065511;65.15
1;12100;628.5;630.0;1.5000000000000004;10.5;-4.0;208.18701412318424;65.15
1;12200;628.5;630.0;1.5000000000000004;10.5;-4.0;208.38233714518577;65.15
1;12300;626.0;627.5;1.5000000000000004;10.5;-4.0;207.97478820247565;65.15
1;12400;621.5;623.0;1.5000000000000004;10.5;-4.0;207.90263388948784;65.16
1;12500;618.5;620.0;1.5000000000000004;10.5;-4.0;207.6829570380588;65.16
1;12600;623.0;624.5;1.5000000000000004;10.5;-3.5;207.731434967846;65.16
1;12700;623.5;625.0;1.5000000000000004;10.5;-3.5;207.87005208854032;65.16
1;12800;622.5;624.0;1.5000000000000004;10.5;-3.5;207.61385062854407;65.16
1;12900;624.0;625.5;1.5000000000000004;10.5;-3.5;207.91131264317195;65.16
1;13000;625.5;627.0;1.5000000000000004;10.5;-3.5;207.85289374776343;65.16
1;13100;630.0;631.5;1.5000000000000004;10.5;-3.5;207.87357526258745;65.16
1;13200;635.5;637.0;1.5000000000000004;10.5;-3.5;208.0720886451752;65.17
1;13300;638.5;640.0;1.5000000000000004;10.5;-3.5;208.07065232912555;65.17
1;13400;637.5;639.0;1.5000000000000004;10.5;-3.5;207.8711163065495;65.17
1;13500;637.5;639.0;1.5000000000000004;10.5;-3.5;207.89527273063848;65.17
1;13600;636.0;637.5;1.5000000000000004;10.5;-3.5;208.1234738947919;65.17
1;13700;634.5;636.0;1.5000000000000004;10.5;-3.5;208.03322259164275;65.17
1;13800;633.5;635.0;1.5000000000000004;10.5;-3.5;208.1501459661717;65.17
1;13900;632.5;634.0;1.5000000000000004;10.5;-3.5;207.8606140513353;65.17
1;14000;632.0;633.5;1.5000000000000004;10.5;-3.5;207.47518034263013;65.18
1;14100;634.0;635.5;1.5000000000000004;10.5;-3.5;207.60696725168168;65.18
1;14200;636.5;638.0;1.5000000000000004;10.5;-3.5;207.68859681815303;65.18
1;14300;638.0;639.5;1.5000000000000004;10.5;-3.5;207.8874397108497;65.18
1;14400;636.0;637.5;1.5000000000000004;10.5;-3.5;207.79495154819605;65.18
1;14500;638.0;639.5;1.5000000000000004;10.5;-3.5;207.5397965581744;65.18
1;14600;638.5;640.0;1.5000000000000004;10.5;-3.5;207.8901358416135;65.18
1;14700;637.5;639.0;1.5000000000000004;10.5;-3.5;207.89478904898667;65.18
1;14800;637.5;639.0;1.5000000000000004;10.5;-3.5;207.8108585777572;65.18
1;14900;636.0;637.5;1.5000000000000004;10.5;-3.5;207.75134853876816;65.19
1;15000;639.0;640.5;1.5000000000000004;10.5;-3.5;207.7793645943429;65.19
1;15100;638.5;640.0;1.5000000000000004;10.5;-3.5;207.6796664620429;65.19
1;15200;640.0;641.5;1.5000000000000004;10.5;-3.5;207.74006556526217;65.19
1;15300;642.5;644.0;1.6000000000000003;10.5;-3.5;207.91130799549344;65.19
1;15400;640.0;641.5;1.6000000000000003;10.5;-3.5;207.89061057805503;65.19
1;15500;642.5;644.0;1.6000000000000003;10.5;-3.5;208.1258955617426;65.19
1;15600;641.5;643.0;1.6000000000000003;10.5;-3.5;207.99841364464933;65.19
1;15700;643.5;645.0;1.6000000000000003;10.5;-3.5;208.07016899354767;65.2
1;15800;647.0;648.5;1.6000000000000003;10.5;-3.5;208.3160118517037;65.2
1;15900;643.5;645.0;1.6000000000000003;10.5;-3.5;208.14813202584847;65.2
1;16000;646.0;647.5;1.6000000000000003;10.5;-3.5;208.1570024023069;65.2
1;16100;646.0;647.5;1.6000000000000003;10.5;-3.5;208.298354652512;65.2
1;16200;650.0;651.5;1.6000000000000003;10.5;-3.5;208.67748435456457;65.2
1;16300;651.0;652.5;1.6000000000000003;10.5;-3.5;208.9923275024824;65.2
1;16400;654.0;655.5;1.6000000000000003;10.5;-3.5;209.13406601366336;65.2
1;16500;658.0;659.5;1.6000000000000003;10.5;-3.5;209.15278347844105;65.21
1;16600;653.0;654.5;1.6000000000000003;10.5;-3.5;208.90065308421487;65.21
1;16700;649.5;651.0;1.6000000000000003;10.5;-3.5;208.5953181945952;65.21
1;16800;650.5;652.0;1.6000000000000003;10.5;-3.5;208.59852886416624;65.21
1;16900;650.5;652.0;1.6000000000000003;10.5;-3.5;208.54629327947856;65.21
1;17000;655.0;656.5;1.6000000000000003;10.5;-3.5;208.60777174979933;65.21
1;17100;653.5;655.0;1.6000000000000003;10.5;-3.5;208.3468081407873;65.21
1;17200;651.0;652.5;1.6000000000000003;10.5;-3.5;208.22706788393123;65.22
1;17300;652.5;654.0;1.6000000000000003;10.5;-3.5;208.25871967002257;65.22
1;17400;654.5;656.0;1.6000000000000003;10.5;-3.5;208.2652203588716;65.22
1;17500;652.0;653.5;1.6000000000000003;10.5;-3.5;208.2440056503475;65.22
1;17600;656.5;658.0;1.6000000000000003;10.5;-3.5;208.1811084602741;65.22
1;17700;658.0;659.5;1.6000000000000003;10.5;-3.5;208.20236989108724;65.22
1;17800;658.5;660.0;1.6000000000000003;10.5;-3.5;208.08737280620213;65.22
1;17900;659.5;661.0;1.6000000000000003;10.5;-3.5;208.1236319393313;65.22
1;18000;656.5;658.0;1.6000000000000003;10.5;-3.5;207.85863642126805;65.22
1;18100;653.0;654.5;1.6000000000000003;10.5;-3.5;207.56935289839697;65.23
1;18200;650.5;652.0;1.6000000000000003;10.5;-3.5;207.5185650983979;65.23
1;18300;651.5;653.0;1.6000000000000003;10.5;-3.5;207.79438811087445;65.23
1;18400;651.5;653.0;1.6000000000000003;10.5;-3.5;207.72842664210447;65.23
1;18500;658.0;659.5;1.6000000000000003;10.5;-3.5;207.7557902173414;65.23
1;18600;655.5;657.0;1.6000000000000003;10.5;-3.5;207.691020969422;65.23
1;18700;655.5;657.0;1.6000000000000003;10.5;-3.5;207.2494019886581;65.23
1;18800;655.5;657.0;1.6000000000000003;10.5;-3.5;207.2075594929481;65.24
1;18900;652.5;654.0;1.6000000000000003;10.5;-3.5;207.15943128161967;65.24
1;19000;656.0;657.5;1.6000000000000003;10.5;-3.5;207.1351927043658;65.24
1;19100;654.5;656.0;1.6000000000000003;10.5;-3.5;207.3157833835745;65.24
1;19200;653.0;654.5;1.6000000000000003;10.5;-3.5;207.3662589446613;65.24
1;19300;654.0;655.5;1.6000000000000003;10.5;-3.5;207.4957921257985;65.24
1;19400;653.5;655.0;1.6000000000000003;10.5;-3.5;207.2398700197323;65.24
1;19500;654.5;656.0;1.6000000000000003;10.5;-3.5;207.4377857104168;65.24
1;19600;651.0;652.5;1.6000000000000003;10.5;-3.5;207.31363405138407;65.24
1;19700;650.0;651.5;1.6000000000000003;10.5;-3.5;207.19508130028763;65.25
1;19800;647.5;649.0;1.6000000000000003;10.5;-3.5;207.02319006003148;65.25
1;19900;644.0;645.5;1.6000000000000003;10.5;-3.5;206.9890062697206;65.25
1;20000;644.0;645.5;1.6000000000000003;10.5;-3.5;206.93109888204933;65.25
1;20100;649.0;650.5;1.6000000000000003;10.5;-3.5;207.0250105455289;65.25
1;20200;652.5;654.0;1.6000000000000003;10.5;-3.5;207.211029859578;65.25
1;20300;651.5;653.0;1.6000000000000003;10.5;-3.5;207.21575093507448;65.25
1;20400;649.0;650.5;1.6000000000000003;10.5;-3.5;207.12135813460105;65.26
1;20500;649.0;651.0;1.6000000000000003;10.5;-3.5;206.97606922205583;65.26
1;20600;652.0;653.5;1.6000000000000003;10.5;-3.5;207.0913143990588;65.26
1;20700;650.5;652.0;1.6000000000000003;10.5;-3.5;206.68383368980463;65.26
1;20800;652.5;654.0;1.6000000000000003;10.5;-3.5;206.2213668992977;65.26
1;20900;652.5;654.0;1.6000000000000003;10.5;-3.5;206.07802048288733;65.26
1;21000;655.0;656.5;1.6000000000000003;10.5;-3.5;206.0980998616089;65.26
1;21100;657.0;658.5;1.6000000000000003;10.5;-3.5;206.33334167281265;65.26
1;21200;656.5;658.5;1.6000000000000003;10.5;-3.5;206.2440148663877;65.26
1;21300;657.0;658.5;1.6000000000000003;10.5;-3.5;206.20533698203144;65.27
1;21400;656.5;658.5;1.6000000000000003;10.5;-3.5;206.261487358434;65.27
1;21500;657.0;658.5;1.6000000000000003;10.5;-3.5;206.4962686322401;65.27
1;21600;655.5;657.0;1.6000000000000003;10.5;-3.5;206.04079630014164;65.27
1;21700;653.5;655.0;1.6000000000000003;10.5;-3.5;205.95157287905417;65.27
1;21800;655.0;656.5;1.6000000000000003;10.5;-3.5;206.2584433031806;65.27
1;21900;652.0;653.5;1.6000000000000003;10.5;-3.5;206.0840700978609;65.27
1;22000;651.0;652.5;1.6000000000000003;10.5;-3.5;206.0661646921029;65.28
1;22100;649.0;650.5;1.6000000000000003;10.5;-3.5;205.90605659401305;65.28
1;22200;647.0;648.5;1.6000000000000003;10.5;-3.5;205.83112993007765;65.28
1;22300;643.0;644.5;1.6000000000000003;10.5;-3.5;205.5244164779011;65.28
1;22400;645.5;647.0;1.6000000000000003;10.5;-3.5;205.57976371887028;65.28
1;22500;647.0;648.5;1.6000000000000003;10.5;-3.5;205.6159224629524;65.28
1;22600;648.5;650.0;1.6000000000000003;10.5;-3.5;205.82097195562864;65.28
1;22700;644.0;645.5;1.6000000000000003;10.5;-3.5;205.425000537098;65.28
1;22800;643.5;645.5;1.6000000000000003;10.5;-3.5;205.4196189284484;65.28
1;22900;642.0;643.5;1.6000000000000003;10.5;-3.5;205.458656326212;65.29
1;23000;641.5;643.5;1.6000000000000003;10.5;-3.5;205.27032683243627;65.29
1;23100;640.0;641.5;1.6000000000000003;10.5;-3.5;205.1066893562512;65.29
1;23200;644.0;645.5;1.6000000000000003;10.5;-3.5;205.12257098143013;65.29
1;23300;646.0;647.5;1.6000000000000003;10.5;-3.5;205.362062499694;65.29
1;23400;646.0;647.5;1.6000000000000003;10.5;-3.5;205.51596967907145;65.29
1;23500;644.0;645.5;1.6000000000000003;10.5;-3.5;205.3200802814572;65.29
1;23600;641.5;643.0;1.6000000000000003;10.5;-3.5;205.2161048340168;65.3
1;23700;643.5;645.0;1.6000000000000003;10.5;-3.5;205.29125461910905;65.3
1;23800;648.0;649.5;1.6000000000000003;10.5;-3.5;205.3427092028012;65.3
1;23900;646.0;647.5;1.6000000000000003;10.5;-3.5;205.3589109485141;65.3
1;24000;646.5;648.0;1.6000000000000003;10.5;-3.5;205.0187633282315;65.3
1;24100;646.0;648.0;1.6000000000000003;10.5;-3.5;205.03686127951283;65.3
1;24200;642.5;644.0;1.6000000000000003;10.5;-3.5;204.78677495158115;65.3
1;24300;640.5;642.0;1.6000000000000003;10.5;-3.5;204.59301046941607;65.3
1;24400;638.0;639.5;1.6000000000000003;10.5;-3.5;204.47877488681183;65.31
1;24500;638.5;640.0;1.6000000000000003;10.5;-3.5;204.5960084099221;65.31
1;24600;640.0;641.5;1.6000000000000003;10.5;-3.5;204.5858954102509;65.31
1;24700;643.5;645.0;1.6000000000000003;10.5;-3.5;204.7291613364699;65.31
1;24800;645.5;647.0;1.6000000000000003;10.5;-3.5;204.91148147356552;65.31
1;24900;646.5;648.0;1.6000000000000003;10.5;-3.5;204.7675134243676;65.31
1;25000;645.5;647.0;1.6000000000000003;10.5;-3.5;204.5597491080768;65.31
1;25100;647.5;649.0;1.6000000000000003;10.5;-3.5;204.7155160071649;65.31
1;25200;651.0;652.5;1.6000000000000003;10.5;-3.5;204.9397767023656;65.32
1;25300;652.5;654.0;1.6000000000000003;10.5;-3.5;205.60504099345223;65.32
1;25400;660.0;661.5;1.6000000000000003;10.5;-3.5;205.823252887224;65.32
1;25500;659.5;661.5;1.6000000000000003;10.5;-3.5;205.98001687900063;65.32
1;25600;655.5;657.0;1.6000000000000003;10.5;-3.5;205.81101044491515;65.32
1;25700;656.0;657.5;1.6000000000000003;10.5;-3.5;205.8193742908317;65.32
1;25800;650.0;651.5;1.6000000000000003;10.5;-3.5;205.7140110003956;65.32
1;25900;645.5;647.0;1.6000000000000003;10.5;-3.5;205.630556964025;65.32
1;26000;644.5;646.0;1.6000000000000003;10.5;-3.5;205.7685182160423;65.32
1;26100;644.5;646.0;1.6000000000000003;10.5;-3.5;205.76693298726988;65.33
1;26200;646.0;647.5;1.6000000000000003;10.5;-3.5;205.98663430858528;65.33
1;26300;644.5;646.0;1.6000000000000003;10.5;-3.5;205.83419810982457;65.33
1;26400;645.5;647.0;1.6000000000000003;10.5;-3.5;205.9098455425694;65.33
1;26500;650.5;652.0;1.6000000000000003;10.5;-3.5;206.12517572252327;65.33
1;26600;654.5;656.0;1.6000000000000003;10.5;-3.5;206.49631491212904;65.33
1;26700;653.5;655.0;1.6000000000000003;10.5;-3.5;206.3760720930032;65.33
1;26800;656.0;657.5;1.6000000000000003;10.5;-3.5;206.49367020305752;65.33
1;26900;659.0;660.5;1.6000000000000003;10.5;-3.5;206.67981141733333;65.34
1;27000;660.5;662.0;1.6000000000000003;10.5;-3.5;206.67415633804868;65.34
1;27100;660.0;661.5;1.6000000000000003;10.5;-3.5;206.711878628296;65.34
1;27200;658.5;660.0;1.6000000000000003;10.5;-3.5;206.56044380748145;65.34
1;27300;660.0;661.5;1.6000000000000003;10.5;-3.5;206.49062242699884;65.34
1;27400;660.0;661.5;1.6000000000000003;10.5;-3.5;206.5962593002509;65.34
1;27500;662.5;664.0;1.6000000000000003;10.5;-3.5;206.61299265885336;65.34
1;27600;662.5;664.0;1.6000000000000003;10.5;-3.5;206.9609730102728;65.34
1;27700;664.5;666.0;1.6000000000000003;10.5;-3.5;207.2114349815181;65.35
1;27800;664.0;665.5;1.6000000000000003;10.5;-3.5;207.105304635894;65.35
1;27900;665.0;666.5;1.6000000000000003;10.5;-3.5;207.00401754704407;65.35
1;28000;668.0;669.5;1.6000000000000003;10.5;-3.5;207.00910527511311;65.35
1;28100;662.0;663.5;1.6000000000000003;10.5;-3.5;206.66548112770587;65.35
1;28200;666.5;668.0;1.6000000000000003;10.5;-3.5;206.75923910433465;65.35
1;28300;664.5;666.0;1.6000000000000003;10.5;-3.5;206.54594081809705;65.35
1;28400;669.5;671.0;1.6000000000000003;10.5;-3.5;206.67104713565425;65.36
1;28500;671.5;673.0;1.6000000000000003;10.5;-3.5;206.68968115866764;65.36
1;28600;675.5;677.0;1.6000000000000003;10.5;-3.5;206.8181210404505;65.36
1;28700;673.5;675.0;1.6000000000000003;10.5;-3.5;206.71676639896089;65.36
1;28800;678.5;680.0;1.6000000000000003;10.5;-3.5;206.81397074264044;65.36
1;28900;678.0;679.5;1.6000000000000003;10.5;-3.5;206.6931999618112;65.36
1;29000;673.5;675.0;1.6000000000000003;10.5;-3.5;206.4884443099029;65.36
1;29100;673.5;675.0;1.6000000000000003;10.5;-3.5;206.3441950046732;65.36
1;29200;672.5;674.0;1.6000000000000003;10.5;-3.5;206.279303118272;65.36
1;29300;674.0;675.5;1.6000000000000003;10.5;-3.5;205.95839202494648;65.37
1;29400;673.0;674.5;1.6000000000000003;10.5;-3.5;206.1089418149592;65.37
1;29500;676.0;677.5;1.6000000000000003;10.5;-3.5;206.3992715113246;65.37
1;29600;674.0;675.5;1.6000000000000003;10.5;-3.5;206.2652752593424;65.37
1;29700;672.0;673.5;1.6000000000000003;10.5;-3.5;206.15111469918352;65.37
1;29800;675.0;676.5;1.6000000000000003;10.5;-3.5;206.62655542274555;65.37
1;29900;675.5;677.0;1.6000000000000003;10.5;-3.5;206.75544608305475;65.37
1;30000;669.0;670.5;1.6000000000000003;10.5;-3.5;206.49656460376167;65.38
1;30100;669.0;670.5;1.6000000000000003;10.5;-3.5;206.6589594102861;65.38
1;30200;668.0;669.5;1.6000000000000003;10.5;-3.5;206.63100464152924;65.38
1;30300;668.5;670.0;1.6000000000000003;10.5;-3.5;206.5292897239529;65.38
1;30400;668.5;670.0;1.6000000000000003;10.5;-3.5;206.34616287791368;65.38
1;30500;666.0;667.5;1.6000000000000003;10.5;-3.5;206.1281313813313;65.38
1;30600;663.5;665.0;1.6000000000000003;10.5;-3.5;206.0846365457284;65.38
1;30700;667.5;669.0;1.6000000000000003;10.5;-3.5;206.2724737349649;65.38
1;30800;669.5;671.0;1.6000000000000003;10.5;-3.5;206.53715892176905;65.39
1;30900;670.0;671.5;1.6000000000000003;10.5;-3.5;206.32805554446185;65.39
1;31000;672.5;674.0;1.6000000000000003;10.5;-3.5;206.25948667949496;65.39
1;31100;674.0;675.5;1.6000000000000003;10.5;-3.5;206.38323538724143;65.39
1;31200;675.5;677.0;1.6000000000000003;10.5;-3.5;206.51301175935967;65.39
1;31300;675.5;677.0;1.6000000000000003;10.5;-3.5;206.9852894205775;65.39
1;31400;669.5;671.0;1.6000000000000003;10.5;-3.5;206.68910783583263;65.39
1;31500;668.0;669.5;1.6000000000000003;10.5;-3.5;206.5998172326437;65.39
1;31600;669.5;671.0;1.6000000000000003;10.5;-3.5;206.77335663936543;65.4
1;31700;668.5;670.0;1.6000000000000003;10.5;-3.5;206.79506783177897;65.4
1;31800;668.5;670.0;1.6000000000000003;10.5;-3.5;206.8287769244349;65.4
1;31900;664.0;665.5;1.6000000000000003;10.5;-3.5;206.667989392092;65.4
1;32000;659.5;661.0;1.6000000000000003;10.5;-3.5;206.4292152474267;65.4
1;32100;659.0;660.5;1.6000000000000003;10.5;-3.5;206.2619360651244;65.4
1;32200;662.5;664.0;1.6000000000000003;10.5;-3.5;206.72132926649968;65.4
1;32300;661.5;663.0;1.6000000000000003;10.5;-3.5;206.6169832689557;65.4
